run0,run1,run2,run3,run4,run5,run6,run7,run8,run9
-40.664917,-40.68849,-59.29247,-40.631634,-40.647087,-64.30405,-40.705822,-40.680412,-40.720116,-59.15197
-40.65491,-40.7037,-59.259617,-40.655056,-40.6613,-64.78846,-40.68603,-40.68085,-40.69123,-59.129883
-40.673027,-40.634827,-59.261288,-40.65206,-40.642475,-64.85514,-40.68044,-40.68689,-40.69289,-59.136917
-40.671944,-40.68798,-59.23604,-40.697525,-40.68756,-64.13498,-40.657684,-40.65114,-40.692974,-59.146984
-40.641262,-40.684017,-59.25987,-40.62544,-40.685474,-64.37941,-40.63583,-40.67084,-40.62395,-59.143127
-40.664024,-40.689735,-59.226814,-40.666794,-40.67086,-64.39379,-40.686172,-40.731987,-40.68883,-59.14187
-40.661236,-40.68296,-59.247345,-40.684555,-40.654133,-64.59741,-40.66939,-40.67166,-40.699574,-59.13508
-40.687508,-40.660812,-59.21161,-40.7036,-40.66121,-64.61685,-40.702484,-40.706036,-40.64602,-59.148937
-40.67732,-40.67309,-59.241627,-40.680405,-40.652744,-64.79423,-40.686234,-40.700577,-40.688145,-59.149666
-40.654446,-40.637638,-59.211697,-40.67693,-40.665775,-64.81072,-40.680225,-40.695797,-40.720078,-59.14516
-40.646015,-40.666016,-59.238213,-40.6825,-40.694336,-65.02431,-40.681602,-40.643692,-40.696415,-59.156567
